User_ID,Timestamp,Alpha_Waves,Beta_Waves,Gamma_Waves,Delta_Waves,Theta_Waves
a9f8d8c9,2025-03-24 19:07:26,37.94,36.81,12.12,11.17,44.0
d4b4ed07,2025-03-24 18:51:59,48.1,31.88,47.25,37.78,44.43
c68eac0d,2025-03-24 18:55:50,36.67,46.06,24.24,24.84,26.43
d4b4ed07,2025-03-24 19:34:29,36.0,67.75,36.9,45.9,52.12
88559e67,2025-03-24 18:59:48,40.48,46.32,22.56,46.18,42.04
6a2c7a71,2025-03-24 18:50:39,73.27,38.14,42.42,41.64,25.7
4a1dc918,2025-03-24 18:53:10,41.15,55.73,57.02,20.88,19.18
5c7cba20,2025-03-24 19:32:36,71.77,34.86,19.89,30.93,39.72
936534c7,2025-03-24 19:04:49,70.52,24.69,57.04,10.67,50.37
50b896fd,2025-03-24 19:30:57,45.87,54.05,10.11,7.68,37.97
c763a829,2025-03-24 19:30:52,38.12,34.99,25.24,26.69,35.42
bb27d3f9,2025-03-24 19:25:53,61.41,43.16,41.31,48.06,36.68
bb27d3f9,2025-03-24 19:18:17,59.69,66.82,24.51,42.43,53.59
5ccb9454,2025-03-24 19:01:41,62.72,67.37,29.43,43.03,29.74
96ddd082,2025-03-24 19:19:46,73.03,64.61,44.64,23.92,43.38
6bf3f07f,2025-03-24 18:53:57,50.47,58.09,59.97,46.23,23.23
c763a829,2025-03-24 19:33:30,63.94,34.77,16.96,13.44,38.25
97164053,2025-03-24 19:29:15,30.51,45.23,31.91,41.05,34.68
b9134cc9,2025-03-24 18:52:19,74.59,47.67,29.46,37.51,49.98
7b1fd6a4,2025-03-24 19:25:34,79.6,58.29,59.31,48.67,38.48
c68eac0d,2025-03-24 19:07:17,71.07,46.85,46.95,44.29,25.44
dd03f568,2025-03-24 19:22:34,48.08,46.88,34.33,27.7,17.13
50b896fd,2025-03-24 19:22:02,48.23,50.52,41.43,22.02,25.15
b9134cc9,2025-03-24 19:14:24,67.85,46.37,15.66,39.13,30.2
f32ab4df,2025-03-24 19:10:36,65.78,36.1,23.14,34.45,45.64
01ea7dd5,2025-03-24 19:23:41,70.37,56.77,52.93,38.36,27.13
4a1dc918,2025-03-24 19:19:29,71.87,27.21,20.6,41.77,21.09
ced61a54,2025-03-24 18:55:58,43.78,52.37,25.6,33.92,15.96
6a2c7a71,2025-03-24 19:19:39,65.89,36.86,36.35,10.17,40.75
ec8c1b9f,2025-03-24 19:28:42,53.45,23.56,31.58,36.86,53.81
ec8c1b9f,2025-03-24 19:20:27,51.51,57.05,30.98,42.13,19.41
4bc62d73,2025-03-24 19:00:37,44.92,41.21,37.21,38.64,51.58
b9134cc9,2025-03-24 18:47:30,42.56,52.94,17.72,12.01,19.2
6a2c7a71,2025-03-24 19:28:59,74.94,65.18,29.36,31.83,44.24
cc07c778,2025-03-24 18:57:21,45.05,50.63,44.91,43.77,25.28
d776f047,2025-03-24 19:19:33,54.24,52.38,10.12,18.08,18.94
96ddd082,2025-03-24 19:00:21,48.3,36.5,42.97,41.92,40.27
430376af,2025-03-24 18:59:49,33.18,31.01,51.28,25.11,33.34
b9134cc9,2025-03-24 18:50:02,64.07,60.93,20.2,48.64,51.84
4a1dc918,2025-03-24 19:03:16,39.37,51.67,56.69,8.71,48.67
f12ce47f,2025-03-24 19:05:20,55.54,46.15,12.66,20.65,50.03
c763a829,2025-03-24 19:16:15,65.25,61.41,52.59,40.98,36.89
d776f047,2025-03-24 19:03:31,57.46,38.41,53.05,18.1,47.19
b8e82167,2025-03-24 19:04:04,43.91,56.03,11.47,37.6,31.2
ec8c1b9f,2025-03-24 18:45:48,50.95,33.28,46.29,25.31,49.59
a9cf3871,2025-03-24 19:06:20,43.19,56.99,44.6,7.85,43.95
6a2c7a71,2025-03-24 19:15:21,32.58,38.31,27.71,42.81,47.01
50b896fd,2025-03-24 19:23:31,37.92,68.13,56.7,23.1,22.01
7b1fd6a4,2025-03-24 18:46:36,52.42,47.38,45.47,22.81,46.32
7b1fd6a4,2025-03-24 19:20:56,56.75,25.33,36.09,45.75,43.24
9fb4d034,2025-03-24 19:32:53,56.37,36.78,44.75,31.44,49.91
812ad33f,2025-03-24 19:02:58,56.9,51.85,28.53,48.08,28.43
4bc62d73,2025-03-24 19:01:29,41.09,42.11,21.03,49.0,33.99
777c05cb,2025-03-24 19:35:08,52.55,30.89,13.61,16.06,21.91
88559e67,2025-03-24 19:07:57,67.18,64.15,33.22,41.38,22.51
6bf3f07f,2025-03-24 19:18:39,36.43,43.75,53.91,10.66,42.52
97164053,2025-03-24 19:00:40,77.48,66.31,52.58,12.99,25.23
114ee19f,2025-03-24 19:08:22,71.4,48.87,22.85,47.66,53.97
88559e67,2025-03-24 18:46:02,36.26,68.35,42.07,33.61,29.85
3d13faa9,2025-03-24 19:10:46,66.57,45.6,25.07,49.55,43.59
9500e92b,2025-03-24 19:15:51,76.58,50.13,40.51,39.69,44.11
bb27d3f9,2025-03-24 19:18:22,69.87,50.56,10.39,12.28,28.0
58265ae3,2025-03-24 18:49:36,49.11,24.74,22.76,16.81,43.68
50b896fd,2025-03-24 19:01:04,31.52,59.72,23.36,45.11,23.94
936534c7,2025-03-24 18:58:39,36.84,42.01,54.92,13.88,23.46
58265ae3,2025-03-24 19:00:42,37.21,30.71,52.28,22.71,48.69
78ea41ca,2025-03-24 18:47:31,36.2,50.91,17.24,10.58,39.7
ced61a54,2025-03-24 18:57:49,39.89,39.65,55.81,25.18,25.46
6bf3f07f,2025-03-24 18:50:51,37.55,64.4,21.36,14.65,48.79
5ccb9454,2025-03-24 19:24:36,44.68,39.42,53.2,15.75,45.23
c68eac0d,2025-03-24 19:29:55,39.1,59.38,18.14,35.84,52.94
9a5e7a25,2025-03-24 19:21:25,40.3,43.57,13.16,20.1,38.34
5ccb9454,2025-03-24 19:23:32,31.99,43.58,46.65,41.8,19.11
b8e82167,2025-03-24 19:04:49,51.02,65.67,24.58,38.21,21.67
7b1fd6a4,2025-03-24 19:06:47,57.06,28.31,59.68,13.33,46.11
777c05cb,2025-03-24 19:32:05,49.45,49.88,25.19,40.48,40.24
548859c2,2025-03-24 19:03:25,70.05,47.06,14.94,26.24,20.12
c68eac0d,2025-03-24 19:12:43,55.16,26.12,43.8,44.26,47.82
ec8c1b9f,2025-03-24 19:28:07,38.08,33.05,57.24,26.27,37.2
9fb4d034,2025-03-24 19:03:28,51.34,53.38,34.33,35.79,36.09
b6edafc5,2025-03-24 19:17:41,44.87,24.64,42.54,41.52,44.84
78ea41ca,2025-03-24 19:04:55,74.67,52.02,16.67,41.73,34.04
dd03f568,2025-03-24 19:12:43,41.69,34.13,14.87,5.96,49.44
bb27d3f9,2025-03-24 18:52:01,53.94,28.64,37.45,20.5,36.71
a9cf3871,2025-03-24 19:15:07,79.42,45.71,37.22,31.33,44.97
cc07c778,2025-03-24 19:14:35,49.56,34.99,55.73,12.49,53.13
50b896fd,2025-03-24 19:01:44,34.81,28.83,18.82,13.23,31.2
866b55d3,2025-03-24 18:46:30,40.11,48.31,59.68,20.93,21.05
a9f8d8c9,2025-03-24 19:02:57,49.14,22.6,19.67,39.8,40.64
c68eac0d,2025-03-24 18:51:43,30.63,35.61,35.96,11.9,28.95
f12ce47f,2025-03-24 18:49:12,61.01,20.66,55.07,48.77,16.2
a9cf3871,2025-03-24 18:48:17,35.08,58.34,22.71,44.99,34.38
777c05cb,2025-03-24 18:50:15,52.86,65.98,21.15,9.66,36.31
d4b4ed07,2025-03-24 19:07:59,67.23,39.41,52.3,42.54,24.65
bb27d3f9,2025-03-24 19:17:14,78.86,35.17,45.75,26.38,49.16
461dbbc4,2025-03-24 18:48:40,44.97,22.63,58.05,35.78,26.45
3d13faa9,2025-03-24 18:59:11,37.19,23.4,18.29,49.38,32.42
936534c7,2025-03-24 19:24:36,57.3,62.7,47.55,5.1,37.71
b8e82167,2025-03-24 18:52:13,46.01,65.55,58.83,13.87,30.46
78ea41ca,2025-03-24 18:54:35,51.94,61.82,25.18,46.13,28.81
f9f37797,2025-03-24 19:08:32,54.99,23.99,18.45,33.54,17.73
01ea7dd5,2025-03-24 18:48:05,56.27,56.53,57.96,45.53,31.74
430376af,2025-03-24 18:56:27,49.0,25.05,30.57,40.58,38.04
4c1646fc,2025-03-24 19:33:40,78.16,55.76,44.47,37.68,37.7
cc07c778,2025-03-24 19:12:58,72.32,65.44,56.4,36.65,28.56
50b896fd,2025-03-24 19:03:16,34.46,44.14,49.01,13.65,45.5
548859c2,2025-03-24 19:08:56,50.69,38.61,19.99,48.59,25.2
58265ae3,2025-03-24 19:09:04,77.81,26.92,30.77,12.6,48.3
a4f37be9,2025-03-24 18:56:03,34.63,31.98,34.07,45.38,47.51
bb27d3f9,2025-03-24 19:26:52,68.84,69.49,28.68,43.34,22.47
78ea41ca,2025-03-24 19:05:19,54.32,59.3,43.6,40.83,28.54
7b1fd6a4,2025-03-24 19:18:12,43.33,23.79,30.75,42.14,47.39
4bc62d73,2025-03-24 19:24:07,67.62,68.51,22.28,28.63,21.61
9a5e7a25,2025-03-24 18:49:17,54.56,53.44,48.59,39.93,33.51
b9134cc9,2025-03-24 18:56:15,78.05,21.92,15.4,43.03,21.69
cc07c778,2025-03-24 19:25:22,41.01,62.8,15.47,22.87,19.67
9fb4d034,2025-03-24 19:10:35,72.55,52.88,52.57,41.29,24.53
f9f37797,2025-03-24 18:49:06,78.61,31.92,50.76,7.16,17.15
d776f047,2025-03-24 19:08:01,34.76,44.57,24.69,26.72,54.61
97164053,2025-03-24 19:31:19,62.32,52.81,11.77,5.54,33.48
c5e7ceaa,2025-03-24 19:11:45,72.23,38.59,36.41,10.95,22.62
7b1fd6a4,2025-03-24 19:21:58,31.38,40.71,42.11,5.17,16.85
475b382e,2025-03-24 19:10:11,32.06,50.07,53.99,18.4,33.78
b9134cc9,2025-03-24 18:51:09,45.28,68.15,42.53,27.61,18.93
5c7cba20,2025-03-24 19:30:03,55.44,24.53,26.38,42.37,43.31
c763a829,2025-03-24 19:17:45,43.69,20.97,32.45,28.04,53.58
9a5e7a25,2025-03-24 19:05:22,43.06,37.83,12.59,12.19,26.93
a4f37be9,2025-03-24 19:07:14,51.82,40.64,59.81,42.7,36.14
ced61a54,2025-03-24 18:54:53,63.84,57.91,34.15,20.76,47.97
d4b4ed07,2025-03-24 19:23:24,44.23,22.49,11.02,7.41,30.41
a9cf3871,2025-03-24 19:15:05,35.27,27.56,57.88,8.06,47.22
a9f8d8c9,2025-03-24 19:32:58,47.82,26.63,56.38,13.91,28.05
ec8c1b9f,2025-03-24 18:54:39,77.85,67.59,34.89,49.65,20.99
a4f37be9,2025-03-24 19:00:11,35.13,44.37,54.76,32.23,38.06
58265ae3,2025-03-24 19:08:41,53.83,67.03,17.9,42.2,26.06
9fb4d034,2025-03-24 19:16:35,60.03,54.05,24.8,8.4,44.5
866b55d3,2025-03-24 19:27:18,50.52,34.17,12.01,20.36,30.86
4c1646fc,2025-03-24 18:57:28,75.84,59.98,56.59,35.69,25.72
50b896fd,2025-03-24 18:55:09,69.31,37.99,54.16,18.96,50.16
d4d69118,2025-03-24 18:49:29,67.87,64.58,58.98,40.48,37.21
01ea7dd5,2025-03-24 19:22:53,58.83,62.65,26.49,17.31,36.65
78ea41ca,2025-03-24 19:06:02,76.98,41.21,10.74,14.23,34.1
d4b4ed07,2025-03-24 19:27:50,67.13,68.62,30.49,42.76,27.31
f32ab4df,2025-03-24 18:59:35,49.51,42.95,47.17,30.97,50.22
f12ce47f,2025-03-24 19:23:13,38.51,68.83,20.0,37.0,17.75
114ee19f,2025-03-24 18:55:30,63.36,24.18,20.3,7.17,38.99
a9cf3871,2025-03-24 18:47:18,66.32,66.33,49.93,23.86,30.01
c5e7ceaa,2025-03-24 19:01:39,53.18,25.21,40.4,39.67,18.42
777c05cb,2025-03-24 19:01:15,63.61,53.54,49.88,36.62,18.19
01ea7dd5,2025-03-24 18:54:45,68.4,38.95,33.47,39.17,26.53
548859c2,2025-03-24 19:27:42,79.57,27.4,49.15,27.95,35.74
d4d69118,2025-03-24 19:17:58,43.87,57.5,20.77,43.72,30.97
f12ce47f,2025-03-24 19:18:31,59.56,61.82,58.63,42.13,27.64
b6edafc5,2025-03-24 19:33:17,77.23,62.87,14.92,15.2,29.74
9500e92b,2025-03-24 19:13:28,30.93,51.9,28.63,9.23,35.71
58265ae3,2025-03-24 18:56:09,79.63,66.84,42.49,42.14,39.29
97164053,2025-03-24 19:32:43,49.52,69.3,36.79,11.79,44.6
866b55d3,2025-03-24 18:46:35,47.19,28.99,42.41,33.94,36.78
866b55d3,2025-03-24 19:15:59,68.83,44.88,24.81,46.66,19.01
d4d69118,2025-03-24 19:27:57,76.3,34.47,31.05,31.18,40.76
b9134cc9,2025-03-24 19:24:11,33.75,45.91,32.24,21.83,36.59
96ddd082,2025-03-24 19:32:47,66.24,62.2,43.81,48.39,45.81
f12ce47f,2025-03-24 19:03:37,60.9,57.17,26.41,35.4,22.36
866b55d3,2025-03-24 19:09:04,61.14,45.23,41.31,21.08,40.98
4bc62d73,2025-03-24 19:04:20,67.35,21.31,35.72,18.54,44.06
dd03f568,2025-03-24 19:29:49,71.79,21.99,12.55,34.91,53.24
7363f94b,2025-03-24 19:21:48,72.86,44.75,17.35,21.04,40.37
9fb4d034,2025-03-24 19:25:48,64.02,34.17,41.76,22.49,26.51
4a1dc918,2025-03-24 19:30:03,64.6,43.02,19.04,16.25,43.21
3d13faa9,2025-03-24 18:57:27,51.59,26.33,47.03,49.24,45.87
5ccb9454,2025-03-24 18:56:39,46.13,29.23,46.69,40.77,18.36
78ea41ca,2025-03-24 19:04:23,42.29,41.45,10.56,42.4,39.53
f32ab4df,2025-03-24 19:03:15,79.43,21.31,34.16,27.13,26.45
01ea7dd5,2025-03-24 19:32:10,52.38,33.23,39.05,41.07,16.16
7b1fd6a4,2025-03-24 19:23:33,55.8,59.29,24.24,17.21,36.96
6bf3f07f,2025-03-24 19:09:02,60.08,29.35,51.25,30.32,37.72
475b382e,2025-03-24 19:34:44,51.23,52.74,44.52,49.61,44.55
461dbbc4,2025-03-24 19:32:07,72.26,23.76,59.1,32.46,15.84
9500e92b,2025-03-24 19:22:30,33.44,22.4,34.55,10.17,27.14
a9cf3871,2025-03-24 19:17:25,59.48,47.5,45.02,33.85,36.18
866b55d3,2025-03-24 19:19:45,46.6,54.02,42.02,35.46,53.15
4bc62d73,2025-03-24 19:33:30,59.54,32.06,18.8,44.38,32.95
3d13faa9,2025-03-24 18:49:36,39.76,20.84,24.34,11.66,18.36
866b55d3,2025-03-24 19:32:27,44.84,57.28,41.23,46.86,23.25
4bc62d73,2025-03-24 19:22:45,71.39,67.39,23.02,47.9,39.41
5c7cba20,2025-03-24 19:18:59,51.36,22.44,25.15,33.17,50.61
114ee19f,2025-03-24 19:18:37,46.8,30.67,10.61,10.93,38.28
01ea7dd5,2025-03-24 19:17:42,70.38,60.49,35.05,22.53,20.34
cc07c778,2025-03-24 18:53:17,58.1,51.66,25.8,26.8,36.08
7363f94b,2025-03-24 18:48:09,40.75,37.75,59.35,25.43,30.13
9a5e7a25,2025-03-24 18:52:54,61.89,50.19,42.89,18.07,54.93
cc07c778,2025-03-24 19:26:46,43.34,57.36,23.76,29.77,52.69
01ea7dd5,2025-03-24 19:25:13,45.92,30.42,45.84,7.96,45.17
a9f8d8c9,2025-03-24 19:22:51,66.18,48.42,45.19,6.98,22.79
d776f047,2025-03-24 19:30:45,63.47,64.57,50.68,40.29,25.67
5ccb9454,2025-03-24 19:22:16,64.38,57.65,56.2,49.78,41.83
9500e92b,2025-03-24 19:32:15,60.36,31.08,50.29,17.61,17.78
6bf3f07f,2025-03-24 19:25:08,35.58,42.74,59.99,22.62,24.52
cc07c778,2025-03-24 18:59:54,75.29,20.4,54.39,35.29,17.67
4a1dc918,2025-03-24 18:50:33,38.96,49.09,15.0,36.56,25.79
97164053,2025-03-24 18:47:25,53.15,43.62,22.26,43.0,53.4
f32ab4df,2025-03-24 19:13:20,36.8,66.39,13.3,13.71,28.0
d776f047,2025-03-24 18:50:15,41.18,44.73,40.16,44.24,26.89
bb27d3f9,2025-03-24 19:11:35,34.03,22.15,58.43,43.87,36.0
461dbbc4,2025-03-24 18:51:16,72.4,43.0,42.89,25.46,41.48
d776f047,2025-03-24 18:46:45,67.29,62.65,25.92,23.35,51.74
d776f047,2025-03-24 19:16:48,42.54,47.88,47.67,32.29,30.21
01ea7dd5,2025-03-24 19:19:17,68.79,25.8,28.65,34.62,47.32
c763a829,2025-03-24 18:52:29,63.89,51.06,59.25,23.79,46.87
548859c2,2025-03-24 18:51:36,39.11,54.95,50.19,13.51,32.18
114ee19f,2025-03-24 19:09:07,77.05,63.22,26.8,23.5,21.84
96ddd082,2025-03-24 19:03:21,47.39,59.53,51.27,10.26,27.42
430376af,2025-03-24 18:59:12,64.67,39.33,18.87,47.83,20.65
a9cf3871,2025-03-24 19:07:27,63.16,24.69,53.46,18.45,26.43
4c1646fc,2025-03-24 18:46:59,57.74,62.33,39.88,28.25,49.64
5ccb9454,2025-03-24 18:52:16,51.68,23.64,54.48,14.47,35.24
ced61a54,2025-03-24 19:27:27,69.12,56.93,46.92,10.27,23.38
7b1fd6a4,2025-03-24 19:10:17,37.11,38.17,29.47,20.58,40.62
f9f37797,2025-03-24 19:33:36,56.27,67.12,24.66,7.66,17.39
114ee19f,2025-03-24 19:08:14,62.01,66.74,18.64,42.85,53.52
9500e92b,2025-03-24 19:35:35,68.03,49.23,46.62,28.93,46.57
cc07c778,2025-03-24 19:33:43,75.75,27.33,46.37,36.64,31.39
a4f37be9,2025-03-24 19:24:44,41.68,45.12,17.44,11.01,21.86
a9cf3871,2025-03-24 19:32:51,34.58,25.25,28.15,25.03,28.48
ec8c1b9f,2025-03-24 19:15:46,74.57,42.97,42.78,8.35,20.78
430376af,2025-03-24 18:47:41,51.24,30.06,46.95,21.66,43.16
5ccb9454,2025-03-24 19:33:55,47.23,68.39,26.66,8.36,30.54
a4f37be9,2025-03-24 19:13:17,68.84,53.17,43.32,36.3,46.73
78ea41ca,2025-03-24 18:53:54,31.53,37.32,33.26,21.98,50.91
88559e67,2025-03-24 19:21:00,78.69,32.63,12.45,21.63,50.6
548859c2,2025-03-24 19:34:37,75.84,68.26,38.3,47.77,36.56
ced61a54,2025-03-24 19:29:34,79.0,26.9,38.76,37.48,25.48
b9134cc9,2025-03-24 18:52:26,45.7,47.2,56.41,16.69,37.89
a9f8d8c9,2025-03-24 19:11:36,70.47,46.63,28.97,9.35,40.38
b8e82167,2025-03-24 19:12:08,35.87,56.66,19.79,32.9,24.21
7363f94b,2025-03-24 19:24:00,32.75,30.13,30.29,5.37,51.38
c763a829,2025-03-24 19:13:42,32.98,43.45,12.34,38.35,33.98
812ad33f,2025-03-24 19:13:17,60.41,56.63,49.41,41.79,50.59
430376af,2025-03-24 19:09:32,49.45,32.21,10.82,19.75,40.18
3d13faa9,2025-03-24 19:31:02,57.29,50.13,22.74,47.95,21.68
bb27d3f9,2025-03-24 19:33:52,70.54,27.19,49.43,26.02,32.72
a9f8d8c9,2025-03-24 19:12:30,41.25,48.89,22.82,47.82,35.92
ece85c9e,2025-03-24 19:24:16,78.63,65.75,39.03,39.1,23.98
9fb4d034,2025-03-24 19:33:22,77.17,27.68,40.4,23.38,30.98
01ea7dd5,2025-03-24 18:51:27,59.24,41.56,52.47,14.44,26.3
d4b4ed07,2025-03-24 19:13:42,31.35,26.32,25.34,23.34,42.21
c763a829,2025-03-24 19:26:33,48.1,45.15,14.54,18.93,25.16
01ea7dd5,2025-03-24 19:13:57,35.61,27.3,24.1,33.44,40.22
a9f8d8c9,2025-03-24 18:52:29,39.49,53.61,47.68,46.26,26.61
4a1dc918,2025-03-24 18:59:48,63.0,51.24,26.44,13.5,44.69
5c7cba20,2025-03-24 19:21:40,55.81,42.53,51.98,48.07,54.6
3d13faa9,2025-03-24 19:22:52,48.61,58.72,35.58,24.06,41.85
a4f37be9,2025-03-24 19:12:14,77.99,64.21,57.34,44.3,42.69
78ea41ca,2025-03-24 18:46:43,52.98,40.52,56.82,27.79,30.38
7363f94b,2025-03-24 18:58:56,72.12,41.86,41.92,39.08,48.64
c68eac0d,2025-03-24 19:15:51,71.49,67.17,49.75,16.96,33.22
4c1646fc,2025-03-24 18:59:17,56.11,34.77,22.39,19.25,39.57
9fb4d034,2025-03-24 18:50:53,74.98,37.95,24.87,9.12,18.63
5c7cba20,2025-03-24 19:21:20,49.42,61.28,41.0,24.66,29.94
ece85c9e,2025-03-24 19:35:35,44.72,46.66,17.24,24.85,24.3
d776f047,2025-03-24 18:46:40,33.79,65.66,42.57,31.05,32.64
6bf3f07f,2025-03-24 19:30:58,58.26,69.89,33.78,48.72,35.47
475b382e,2025-03-24 18:55:17,49.24,37.36,46.5,6.81,30.04
114ee19f,2025-03-24 18:49:15,52.75,42.65,15.17,36.02,26.39
b8e82167,2025-03-24 19:35:02,43.1,56.7,43.45,47.53,50.46
461dbbc4,2025-03-24 19:07:10,60.82,45.16,56.6,25.66,47.08
d4b4ed07,2025-03-24 19:28:56,59.15,61.61,27.0,37.26,17.56
c68eac0d,2025-03-24 18:47:27,41.0,23.34,45.39,37.24,19.69
6a2c7a71,2025-03-24 18:56:14,35.78,58.12,16.11,20.92,19.09
114ee19f,2025-03-24 19:04:09,36.24,41.65,16.48,26.61,39.6
c5e7ceaa,2025-03-24 19:35:01,60.95,23.38,43.06,7.17,52.01
936534c7,2025-03-24 18:58:03,69.91,58.37,16.24,49.14,44.01
b6edafc5,2025-03-24 18:50:03,40.42,26.21,56.48,33.88,34.72
b9134cc9,2025-03-24 19:21:40,43.03,53.82,17.77,9.93,49.69
114ee19f,2025-03-24 19:10:50,66.11,45.83,22.38,28.77,51.64
cc07c778,2025-03-24 19:24:46,46.05,20.22,15.12,25.97,41.22
6bf3f07f,2025-03-24 19:34:36,75.34,48.94,30.96,23.63,51.66
b9134cc9,2025-03-24 18:50:24,44.44,56.06,29.77,17.6,34.44
548859c2,2025-03-24 19:20:21,44.79,38.07,53.3,49.68,32.44
461dbbc4,2025-03-24 19:19:46,59.47,34.81,18.39,8.83,25.41
c5e7ceaa,2025-03-24 19:12:23,76.18,26.57,10.46,13.12,38.66
cc07c778,2025-03-24 18:53:39,44.1,22.64,20.77,26.04,15.22
ec8c1b9f,2025-03-24 18:49:42,42.29,40.58,55.21,39.15,31.59
4c1646fc,2025-03-24 19:29:43,51.42,49.7,32.98,26.33,25.71
bb27d3f9,2025-03-24 19:16:58,64.43,37.01,59.74,36.47,15.03
dd03f568,2025-03-24 18:54:26,36.37,22.63,43.05,33.27,54.94
a9f8d8c9,2025-03-24 19:34:24,43.26,53.87,48.12,20.93,52.28
7363f94b,2025-03-24 19:30:21,53.85,51.72,11.01,25.82,51.41
dd03f568,2025-03-24 18:57:09,55.69,46.39,23.67,17.77,53.13
866b55d3,2025-03-24 19:13:50,73.84,64.61,47.78,13.71,30.65
58265ae3,2025-03-24 19:17:41,65.07,58.66,33.34,39.75,30.74
6bf3f07f,2025-03-24 19:11:46,39.92,56.0,13.2,33.94,53.48
6bf3f07f,2025-03-24 19:07:06,43.01,50.6,32.65,44.48,37.46
5c7cba20,2025-03-24 18:46:52,42.46,51.1,14.84,11.21,53.51
88559e67,2025-03-24 19:10:40,69.87,50.47,19.75,43.01,28.89
dd03f568,2025-03-24 19:30:11,74.32,51.7,16.96,35.9,48.67
461dbbc4,2025-03-24 19:30:13,51.21,33.64,13.62,31.71,23.24
b6edafc5,2025-03-24 19:01:59,59.28,68.28,51.0,5.68,17.56
c5e7ceaa,2025-03-24 18:54:36,71.69,63.37,18.48,30.68,35.76
9a5e7a25,2025-03-24 19:01:45,36.94,32.26,14.39,14.26,40.86
475b382e,2025-03-24 19:31:38,39.5,53.96,27.98,25.5,35.46
96ddd082,2025-03-24 19:27:53,64.22,23.41,12.57,26.84,44.63
dd03f568,2025-03-24 19:30:57,37.33,34.77,11.6,39.46,18.27
97164053,2025-03-24 18:59:03,32.44,61.04,27.26,13.6,22.87
3d13faa9,2025-03-24 19:08:27,31.11,45.72,26.53,9.46,24.43
430376af,2025-03-24 19:25:56,54.37,25.49,28.83,48.57,54.78
50b896fd,2025-03-24 19:29:15,33.51,60.93,56.43,5.85,45.71
ece85c9e,2025-03-24 18:49:15,60.48,61.16,41.9,17.06,21.73
114ee19f,2025-03-24 18:58:31,33.65,46.6,29.67,37.17,54.55
f12ce47f,2025-03-24 19:05:24,40.85,28.95,22.28,35.81,48.94
6bf3f07f,2025-03-24 19:09:52,33.54,57.44,52.01,31.99,52.36
b9134cc9,2025-03-24 18:51:20,76.83,64.48,31.99,25.1,45.94
a9cf3871,2025-03-24 19:35:16,34.26,34.32,10.17,19.43,31.35
c68eac0d,2025-03-24 18:51:17,46.92,20.31,15.17,40.11,40.37
4a1dc918,2025-03-24 18:53:05,50.89,68.69,46.31,24.18,52.06
97164053,2025-03-24 19:35:36,50.32,67.42,38.04,18.35,35.42
c763a829,2025-03-24 19:22:22,68.31,53.32,22.62,7.73,24.21
936534c7,2025-03-24 19:07:32,34.6,58.71,55.44,23.53,50.7
5ccb9454,2025-03-24 18:51:25,38.31,49.29,50.45,44.29,21.01
01ea7dd5,2025-03-24 19:28:28,62.21,44.82,18.57,28.64,53.55
6a2c7a71,2025-03-24 19:00:05,33.54,46.78,57.42,36.61,25.98
d776f047,2025-03-24 19:29:37,33.29,29.12,35.13,36.22,27.3
ec8c1b9f,2025-03-24 19:20:42,60.89,24.01,16.35,37.55,42.25
cc07c778,2025-03-24 19:11:00,34.14,53.05,13.73,39.51,29.13
6bf3f07f,2025-03-24 19:04:10,59.6,60.37,45.08,16.76,41.51
114ee19f,2025-03-24 19:33:16,30.1,35.06,38.49,9.44,16.6
b9134cc9,2025-03-24 18:58:38,40.98,49.03,27.41,48.54,47.05
4bc62d73,2025-03-24 19:00:03,77.42,28.27,48.25,43.15,42.79
114ee19f,2025-03-24 18:59:49,33.79,50.77,10.7,48.34,24.57
475b382e,2025-03-24 19:22:16,45.51,33.0,53.21,31.39,15.23
4a1dc918,2025-03-24 19:25:28,79.19,51.63,12.42,13.54,49.9
01ea7dd5,2025-03-24 19:16:51,55.28,65.19,21.1,25.81,51.1
ece85c9e,2025-03-24 19:27:00,56.28,40.53,13.63,40.77,17.6
dd03f568,2025-03-24 19:35:39,71.42,65.02,21.17,28.82,41.95
4a1dc918,2025-03-24 19:17:50,75.68,44.7,35.75,12.64,51.46
58265ae3,2025-03-24 19:03:18,62.58,44.05,53.55,6.53,22.2
b9134cc9,2025-03-24 18:46:15,50.76,32.52,50.81,23.0,50.93
50b896fd,2025-03-24 19:17:03,52.96,49.72,19.35,25.02,47.88
c68eac0d,2025-03-24 18:51:59,37.3,60.8,37.54,34.86,37.73
c5e7ceaa,2025-03-24 18:51:57,57.95,57.47,31.26,46.43,27.38
475b382e,2025-03-24 18:58:19,34.65,27.44,17.14,5.08,49.25
bb27d3f9,2025-03-24 19:27:06,33.96,41.39,15.28,28.22,34.94
96ddd082,2025-03-24 19:16:48,72.33,46.24,54.64,48.94,24.81
548859c2,2025-03-24 19:29:58,53.3,63.63,12.69,18.53,54.26
461dbbc4,2025-03-24 19:29:45,77.9,32.39,59.54,12.03,18.68
b8e82167,2025-03-24 19:29:26,74.9,39.09,47.25,19.94,33.98
7b1fd6a4,2025-03-24 18:46:25,57.06,24.06,50.48,17.62,44.49
50b896fd,2025-03-24 19:20:45,73.8,21.32,32.83,24.09,38.83
4c1646fc,2025-03-24 19:27:21,32.82,51.28,15.21,25.1,30.54
ec8c1b9f,2025-03-24 19:07:36,65.7,60.08,57.87,45.91,31.46
f32ab4df,2025-03-24 19:08:16,68.99,47.73,56.64,46.0,33.67
